Gruppe Beskrivelse,Gruppe,Uddannelseskategori,Personer,År Tab35_36,Inddeling,Bydel,Herkomst,Køn
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Bachelor,11,2014,Bydele,Bispebjerg,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Bachelor,16,2014,Bydele,Bispebjerg,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Lang videregående,12,2014,Bydele,Bispebjerg,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,25-29 år,Lang videregående,10,2014,Bydele,Bispebjerg,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Grundskole mv.,614,2014,Bydele,Bispebjerg,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Grundskole mv.,294,2014,Bydele,Bispebjerg,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Almen gymnasial,296,2014,Bydele,Bispebjerg,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Almen gymnasial,164,2014,Bydele,Bispebjerg,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsgymnasial,85,2014,Bydele,Bispebjerg,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsgymnasial,30,2014,Bydele,Bispebjerg,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsfaglig,787,2014,Bydele,Bispebjerg,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsfaglig,502,2014,Bydele,Bispebjerg,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Kort videregående,180,2014,Bydele,Bispebjerg,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Kort videregående,124,2014,Bydele,Bispebjerg,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Mellemlang videregående,482,2014,Bydele,Bispebjerg,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Mellemlang videregående,772,2014,Bydele,Bispebjerg,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Bachelor,209,2014,Bydele,Bispebjerg,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Bachelor,198,2014,Bydele,Bispebjerg,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Lang videregående,797,2014,Bydele,Bispebjerg,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Lang videregående,761,2014,Bydele,Bispebjerg,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Grundskole mv.,1061,2014,Bydele,Bispebjerg,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Grundskole mv.,821,2014,Bydele,Bispebjerg,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Almen gymnasial,95,2014,Bydele,Bispebjerg,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Almen gymnasial,122,2014,Bydele,Bispebjerg,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsgymnasial,3,2014,Bydele,Bispebjerg,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsgymnasial,8,2014,Bydele,Bispebjerg,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsfaglig,150,2014,Bydele,Bispebjerg,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsfaglig,242,2014,Bydele,Bispebjerg,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Kort videregående,64,2014,Bydele,Bispebjerg,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Kort videregående,55,2014,Bydele,Bispebjerg,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Mellemlang videregående,81,2014,Bydele,Bispebjerg,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Mellemlang videregående,120,2014,Bydele,Bispebjerg,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Bachelor,39,2014,Bydele,Bispebjerg,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Bachelor,43,2014,Bydele,Bispebjerg,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Lang videregående,171,2014,Bydele,Bispebjerg,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Lang videregående,144,2014,Bydele,Bispebjerg,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Grundskole mv.,86,2014,Bydele,Bispebjerg,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Grundskole mv.,39,2014,Bydele,Bispebjerg,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Almen gymnasial,14,2014,Bydele,Bispebjerg,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Almen gymnasial,16,2014,Bydele,Bispebjerg,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsgymnasial,9,2014,Bydele,Bispebjerg,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsgymnasial,4,2014,Bydele,Bispebjerg,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsfaglig,48,2014,Bydele,Bispebjerg,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Erhvervsfaglig,38,2014,Bydele,Bispebjerg,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Kort videregående,12,2014,Bydele,Bispebjerg,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Kort videregående,4,2014,Bydele,Bispebjerg,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Mellemlang videregående,17,2014,Bydele,Bispebjerg,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Mellemlang videregående,38,2014,Bydele,Bispebjerg,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Bachelor,5,2014,Bydele,Bispebjerg,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Bachelor,7,2014,Bydele,Bispebjerg,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Lang videregående,18,2014,Bydele,Bispebjerg,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,30-39 år,Lang videregående,24,2014,Bydele,Bispebjerg,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Grundskole mv.,1264,2014,Bydele,Bispebjerg,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Grundskole mv.,829,2014,Bydele,Bispebjerg,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Almen gymnasial,236,2014,Bydele,Bispebjerg,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Almen gymnasial,163,2014,Bydele,Bispebjerg,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsgymnasial,57,2014,Bydele,Bispebjerg,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsgymnasial,45,2014,Bydele,Bispebjerg,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsfaglig,1183,2014,Bydele,Bispebjerg,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsfaglig,867,2014,Bydele,Bispebjerg,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Kort videregående,144,2014,Bydele,Bispebjerg,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Kort videregående,99,2014,Bydele,Bispebjerg,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Mellemlang videregående,397,2014,Bydele,Bispebjerg,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Mellemlang videregående,668,2014,Bydele,Bispebjerg,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Bachelor,96,2014,Bydele,Bispebjerg,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Bachelor,91,2014,Bydele,Bispebjerg,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Lang videregående,495,2014,Bydele,Bispebjerg,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Lang videregående,457,2014,Bydele,Bispebjerg,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Grundskole mv.,910,2014,Bydele,Bispebjerg,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Grundskole mv.,716,2014,Bydele,Bispebjerg,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Almen gymnasial,231,2014,Bydele,Bispebjerg,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Almen gymnasial,121,2014,Bydele,Bispebjerg,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsgymnasial,5,2014,Bydele,Bispebjerg,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsgymnasial,2,2014,Bydele,Bispebjerg,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsfaglig,558,2014,Bydele,Bispebjerg,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsfaglig,396,2014,Bydele,Bispebjerg,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Kort videregående,143,2014,Bydele,Bispebjerg,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Kort videregående,58,2014,Bydele,Bispebjerg,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Mellemlang videregående,217,2014,Bydele,Bispebjerg,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Mellemlang videregående,156,2014,Bydele,Bispebjerg,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Bachelor,18,2014,Bydele,Bispebjerg,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Bachelor,14,2014,Bydele,Bispebjerg,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Lang videregående,142,2014,Bydele,Bispebjerg,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Lang videregående,98,2014,Bydele,Bispebjerg,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Grundskole mv.,18,2014,Bydele,Bispebjerg,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Grundskole mv.,8,2014,Bydele,Bispebjerg,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Almen gymnasial,1,2014,Bydele,Bispebjerg,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Almen gymnasial,4,2014,Bydele,Bispebjerg,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsgymnasial,1,2014,Bydele,Bispebjerg,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsfaglig,5,2014,Bydele,Bispebjerg,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Erhvervsfaglig,14,2014,Bydele,Bispebjerg,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Kort videregående,1,2014,Bydele,Bispebjerg,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Kort videregående,1,2014,Bydele,Bispebjerg,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Mellemlang videregående,9,2014,Bydele,Bispebjerg,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Mellemlang videregående,5,2014,Bydele,Bispebjerg,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Lang videregående,5,2014,Bydele,Bispebjerg,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,40-59 år,Lang videregående,2,2014,Bydele,Bispebjerg,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Grundskole mv.,346,2014,Bydele,Bispebjerg,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Grundskole mv.,349,2014,Bydele,Bispebjerg,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Almen gymnasial,45,2014,Bydele,Bispebjerg,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Almen gymnasial,23,2014,Bydele,Bispebjerg,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsgymnasial,3,2014,Bydele,Bispebjerg,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsgymnasial,2,2014,Bydele,Bispebjerg,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsfaglig,462,2014,Bydele,Bispebjerg,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsfaglig,315,2014,Bydele,Bispebjerg,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Kort videregående,21,2014,Bydele,Bispebjerg,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Kort videregående,30,2014,Bydele,Bispebjerg,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Mellemlang videregående,112,2014,Bydele,Bispebjerg,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Mellemlang videregående,205,2014,Bydele,Bispebjerg,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Bachelor,15,2014,Bydele,Bispebjerg,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Bachelor,25,2014,Bydele,Bispebjerg,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Lang videregående,112,2014,Bydele,Bispebjerg,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Lang videregående,82,2014,Bydele,Bispebjerg,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Grundskole mv.,113,2014,Bydele,Bispebjerg,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Grundskole mv.,132,2014,Bydele,Bispebjerg,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Almen gymnasial,31,2014,Bydele,Bispebjerg,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Almen gymnasial,19,2014,Bydele,Bispebjerg,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsfaglig,83,2014,Bydele,Bispebjerg,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsfaglig,63,2014,Bydele,Bispebjerg,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Kort videregående,17,2014,Bydele,Bispebjerg,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Kort videregående,16,2014,Bydele,Bispebjerg,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Mellemlang videregående,29,2014,Bydele,Bispebjerg,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Mellemlang videregående,36,2014,Bydele,Bispebjerg,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Bachelor,3,2014,Bydele,Bispebjerg,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Bachelor,3,2014,Bydele,Bispebjerg,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Lang videregående,27,2014,Bydele,Bispebjerg,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Lang videregående,23,2014,Bydele,Bispebjerg,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Grundskole mv.,2,2014,Bydele,Bispebjerg,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Grundskole mv.,1,2014,Bydele,Bispebjerg,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsfaglig,1,2014,Bydele,Bispebjerg,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Erhvervsfaglig,1,2014,Bydele,Bispebjerg,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Mellemlang videregående,1,2014,Bydele,Bispebjerg,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Lang videregående,2,2014,Bydele,Bispebjerg,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,60-66 år,Lang videregående,1,2014,Bydele,Bispebjerg,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Grundskole mv.,309,2014,Bydele,Brønshøj-Husum,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Grundskole mv.,297,2014,Bydele,Brønshøj-Husum,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Grundskole mv.,56,2014,Bydele,Brønshøj-Husum,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Grundskole mv.,47,2014,Bydele,Brønshøj-Husum,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Grundskole mv.,151,2014,Bydele,Brønshøj-Husum,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,16-17 år,Grundskole mv.,145,2014,Bydele,Brønshøj-Husum,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Grundskole mv.,285,2014,Bydele,Brønshøj-Husum,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Grundskole mv.,241,2014,Bydele,Brønshøj-Husum,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Almen gymnasial,40,2014,Bydele,Brønshøj-Husum,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Almen gymnasial,64,2014,Bydele,Brønshøj-Husum,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Erhvervsgymnasial,11,2014,Bydele,Brønshøj-Husum,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Erhvervsgymnasial,3,2014,Bydele,Brønshøj-Husum,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Erhvervsfaglig,1,2014,Bydele,Brønshøj-Husum,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Grundskole mv.,56,2014,Bydele,Brønshøj-Husum,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Grundskole mv.,58,2014,Bydele,Brønshøj-Husum,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Almen gymnasial,1,2014,Bydele,Brønshøj-Husum,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Almen gymnasial,3,2014,Bydele,Brønshøj-Husum,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Erhvervsgymnasial,1,2014,Bydele,Brønshøj-Husum,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Erhvervsfaglig,1,2014,Bydele,Brønshøj-Husum,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Grundskole mv.,102,2014,Bydele,Brønshøj-Husum,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Grundskole mv.,117,2014,Bydele,Brønshøj-Husum,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Almen gymnasial,11,2014,Bydele,Brønshøj-Husum,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Almen gymnasial,19,2014,Bydele,Brønshøj-Husum,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Erhvervsgymnasial,5,2014,Bydele,Brønshøj-Husum,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Erhvervsgymnasial,5,2014,Bydele,Brønshøj-Husum,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Erhvervsfaglig,1,2014,Bydele,Brønshøj-Husum,Efterkommere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,18-19 år,Erhvervsfaglig,1,2014,Bydele,Brønshøj-Husum,Efterkommere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Grundskole mv.,312,2014,Bydele,Brønshøj-Husum,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Grundskole mv.,221,2014,Bydele,Brønshøj-Husum,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Almen gymnasial,379,2014,Bydele,Brønshøj-Husum,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Almen gymnasial,539,2014,Bydele,Brønshøj-Husum,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsgymnasial,117,2014,Bydele,Brønshøj-Husum,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsgymnasial,56,2014,Bydele,Brønshøj-Husum,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsfaglig,140,2014,Bydele,Brønshøj-Husum,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsfaglig,102,2014,Bydele,Brønshøj-Husum,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Kort videregående,14,2014,Bydele,Brønshøj-Husum,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Kort videregående,20,2014,Bydele,Brønshøj-Husum,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Mellemlang videregående,8,2014,Bydele,Brønshøj-Husum,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Mellemlang videregående,13,2014,Bydele,Brønshøj-Husum,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Bachelor,24,2014,Bydele,Brønshøj-Husum,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Bachelor,30,2014,Bydele,Brønshøj-Husum,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Lang videregående,3,2014,Bydele,Brønshøj-Husum,Dansk,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Lang videregående,1,2014,Bydele,Brønshøj-Husum,Dansk,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Grundskole mv.,291,2014,Bydele,Brønshøj-Husum,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Grundskole mv.,326,2014,Bydele,Brønshøj-Husum,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Almen gymnasial,31,2014,Bydele,Brønshøj-Husum,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Almen gymnasial,43,2014,Bydele,Brønshøj-Husum,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsgymnasial,15,2014,Bydele,Brønshøj-Husum,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsgymnasial,4,2014,Bydele,Brønshøj-Husum,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsfaglig,19,2014,Bydele,Brønshøj-Husum,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Erhvervsfaglig,27,2014,Bydele,Brønshøj-Husum,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Kort videregående,15,2014,Bydele,Brønshøj-Husum,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Kort videregående,13,2014,Bydele,Brønshøj-Husum,Indvandrere,Kvinder
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Mellemlang videregående,6,2014,Bydele,Brønshøj-Husum,Indvandrere,Mænd
16-17;18-19;20-24;25-29;30-39;40-59;60-66,20-24 år,Mellemlang videregående,10,2014,Bydele,Brønshøj-Husum,Indvandrere,Kvinder
